document_text,document_identifier,order
" 
Vivienda 
 
Hoy más de cinco millones de hogares carecen de una vivienda adecuada. La superación de la 
pobreza y el fortalecimiento de la clase media requieren una política pública que ofrezca vivienda 
a precios asequibles y bien ubicada, con acceso efectivo a los servicios públicos en todas las 
regiones de Colombia, en sus zonas urbanas y rurales, con territorios sostenibles 
ambientalmente, que se adaptan y mitigan el cambio climático.  
 
- 
Nuestro compromiso es ofrecer 1,2 millones de soluciones de vivienda en el periodo de 
gobierno, que incluyen apoyos a la vivienda nueva, al mejoramiento habitacional y al 
arriendo, el otorgamiento de títulos de propiedad en zonas urbanas y rurales. 
- 
El programa Mi Casa Ya tendrá metas específicas en regiones del país con mayores 
niveles de déficit. 
- 
El programa de mejoramiento de vivienda y entornos incluirá asistencia técnica y 
financiera para la autoconstrucción y el desarrollo progresivo de la vivienda, 
especialmente en zonas rurales.  
- 
Se renovará la participación del Gobierno Nacional en la formulación y ejecución de 
Macroproyectos de Interés Social Nacional (MISN), apoyando a municipios y 
departamentos en la adquisición y gestión predial, el uso de instrumentos de captura de 
valor del suelo, la coordinación de esquemas de subsidios de vivienda y financiación de 
equipamientos e infraestructuras de servicios públicos.  
- 
El Ministerio de Vivienda, Ciudad y Territorio y la Superintendencia de Notariado y 
Registro trabajarán en la digitalización de los servicios de registro, catastro y servicios 
notariales, para disminuir los costos a los usuarios. 
- 
Apoyaremos la generación de rutas de formación en el sector constructor, de conformidad 
con el marco nacional de cualificaciones, que le permita al personal incrementar sus 
competencias, y pasar de niveles básicos a intermedios de habilidades, reduciendo las 
brechas de género. 
- 
Se promoverá la conformación de una red de espacios públicos verdes (de recreación y 
alto valor ecológico), mediante un nuevo programa nacional que pondrá en valor nuestra 
gran riqueza hídrica, con entornos verdes activos para una mejor adaptación al cambio 
climático y el mejoramiento del sistema de paisaje, medio ambiente y espacio en nuestras 
ciudades. 
- 
Ampliaremos el acceso a servicios públicos, llevando acueducto y alcantarillado a un 
millón de personas adicionales. 
- 
Llevaremos energía a todas las colombianas y colombianos sin acceso. 
- 
Se incrementará la inversión en la expansión de redes de servicios públicos, el 
financiamiento de equipamientos sociales y espacio público, con el objetivo de destrabar 
proyectos de renovación urbana. 
 
La propuesta completa está disponible aquí:  
https://sergiofajardo.co/propuestas-2022/vivienda/ 
VIVIENDA
",b39c1860-c5e1-45ea-af02-46e24d016ce7,25
" 
3. La biodiversidad y los recursos naturales son la riqueza de 
Colombia 
 
Ambiente  
 
Históricamente, el medio ambiente no ha sido un eje fundamental del desarrollo del país y 
tampoco se les ha dado un rol protagónico a los recursos naturales, a los servicios ecosistémicos 
ni a los grupos, personas y comunidades que durante años han trabajado y protegiendo el 
patrimonio natural. Nuestro compromiso político es que esta historia cambie. Nuestra convicción 
es que es necesario aprovechar de forma sostenible la riqueza natural. El medio ambiente será 
el fundamento de cada intervención, programa y proyecto en nuestro gobierno. Adicionalmente 
trabajaremos en 4 ejes centrales: deforestación, biodiversidad, cambio climático, agua y recurso 
hídrico.  
 
I. 
Colombia lucha contra la deforestación 
 
La deforestación es el problema ambiental más importante del país y afecta de manera más 
significativa a las poblaciones más vulnerables. Nuestra meta como país debe ser eliminar la 
deforestación para el 2030, para lo cual debemos reducirla en al menos 50% para el 2026. Para 
atacar este problema vamos a impulsar seis prioridades centrales: 
 
- 
Implementaremos el Plan Nacional de Zonificación Ambiental e implementaremos al 
100% el Catastro Multipropósito.  
- 
Vamos a formalizar los territorios étnicos y campesinos, trabajando con las comunidades 
sin generar sustracciones en zonas de reserva forestal. 
- 
Avanzaremos en la regulación de los cultivos ilícitos que mueven el dinero metido en la 
deforestación y el lavado.  
- 
El 7 de agosto comienza el gran programa de educación ambiental para que toda 
Colombia conozca la riqueza de nuestra biodiversidad y haya una apropiación social de 
los bosques. 
- 
Vamos a aumentar el área de los programas de pago por servicios ambientales (PSA) en 
300.000 hectáreas adicionales.  
- 
Vamos a restaurar 1.000.000 hectáreas en nuestro cuatrienio. 
  
II. 
Colombia biodiversa: conocer, conservar y utilizar nuestro patrimonio natural 
 
Colombia es una potencia global en biodiversidad, ya que nuestro país cubre solo el 1% de la 
superficie y alberga más del 10% de las especies del planeta. Las soluciones basadas en la 
naturaleza representan una oportunidad para Colombia y el mundo. Debemos conocer, 
conservar y utilizar la biodiversidad de forma sostenible, asegurando que los beneficios sean 
utilizados de manera justa y equitativa para promover el desarrollo de las distintas regiones de 
Colombia. Para ello vamos a impulsar cinco prioridades: 
  
3. LA BIODIVERSIDAD Y LOS RECURSOS
NATURALES SON LA RIQUEZA DE COLOMBIA
AMBIENTE
",b39c1860-c5e1-45ea-af02-46e24d016ce7,26
" 
- 
Fortaleceremos significativamente la capacidad e inversión en ciencia, tecnología y 
educación.  
- 
Vamos a proteger al menos el 30% de los ecosistemas terrestres y el 30% de los marinos.  
- 
Vamos a reducir la tasa de deforestación en 50%. 
- 
Impulsaremos la bioeconomía como fundamento para el desarrollo de Colombia, 
podemos ser potencia mundial en este sector y comenzaremos definitivamente esa 
senda. 
- 
Mejoraremos la conectividad biológica mediante corredores de conectividad en los 
paisajes intervenidos. 
 
III. 
Colombia lucha contra el cambio climático y los climas extremos 
 
En Colombia la deforestación representa el 33% de las emisiones GEI del país. Este proceso ha 
generado que bosques como la selva Amazónica dejen de capturar grandes cantidades de estos 
gases. Hay una correlación entre la vulnerabilidad y riesgos por climas extremos asociados al 
cambio climático y peores condiciones de viviendas, comunidades más pobres y en situaciones 
más precarias. Para atacar este problema vamos a impulsar cinco prioridades: 
  
- 
Diseñaremos e implementaremos un plan agresivo de adaptación al cambio climático. 
- 
Vamos a impulsar transiciones justas a economías verdes y bajas en carbono. Esto 
implica una transición justa a comunidades que dependen de la industria de los 
combustibles fósiles. 
- 
Respaldaremos de forma efectiva a líderes sociales: presentaremos de nuevo e 
impulsaremos de manera decidida, la aprobación del Acuerdo de Escazú por parte del 
Congreso de la República. 
- 
Impartiremos las bases para que en las próximas décadas el país regenere sus relaciones 
con la naturaleza, masificando el uso de las soluciones basadas en la naturaleza y en la 
producción agropecuaria. 
- 
Lucha frontal contra la deforestación y valoración con beneficio local del bosque en pie. 
 
IV. 
La gobernanza hídrica: fundamento para nuestra identidad como país anfibio 
 
Colombia es un país rico en agua, pero con una contaminación creciente de dicho recurso. 
Además, es un país altamente vulnerable al estrés hídrico en ciertas regiones y temporadas y a 
las inundaciones en otras tantas. En este frente impulsaremos las siguientes prioridades: 
 
- 
La protección de las fuentes de agua dando un énfasis especial a la restauración de los 
páramos, ofreciendo oportunidades laborales a las comunidades aledañas. 
- 
Incentivos económicos al uso eficiente y recuperación de los ecosistemas acuáticos como 
tasa de uso del agua o pagos por trabajo de recuperación de estos ecosistemas teniendo 
en cuenta usos diferenciales y diversidad de usuarios. 
- 
Recuperación integral de macrocuencas como la del Río Magdalena para su 
navegabilidad, identidad para el país, motor de desarrollo sostenible logrando detener su 
deterioro ambiental e incorporarlo como ecosistema estratégico “viable”. 
",b39c1860-c5e1-45ea-af02-46e24d016ce7,27
" 
- 
Fortalecimiento de las medidas de manejo, conservación y uso sostenible de los océanos 
como ecosistemas estratégicos para la adaptación y mitigación al cambio climático, la 
seguridad alimentaria de las comunidades costeras y el desarrollo azul del país. 
 
La propuesta completa está disponible aquí: https://sergiofajardo.co/propuestas-
2022/ambiente/ 
 
 
 
 
 
",b39c1860-c5e1-45ea-af02-46e24d016ce7,28
" 
Transición energética  
 
Colombia debe encaminarse hacia una transición energética pertinente, incluyente, justa, 
generadora de bienestar y de un crecimiento económico que genere empleos. Para avanzar de 
forma decidida en la reducción de la economía basada en la minería del carbón y de las 
emisiones, se requiere una visión estratégica, que combine el sentido de urgencia con la 
protección de la seguridad energética del país. Para la consecución de este objetivo, 
proponemos un plan compuesto por 11 acciones: 
 
- 
Llevaremos energía a los 430.000 colombianas y colombianos que hoy no tienen acceso 
a ella. 
- 
Convertiremos la transición energética en un proyecto educativo y de oportunidades, con 
perspectiva de género, que permita la creación de empleos. 
- 
Continuaremos con los avances regulatorios para que llevemos la generación de energías 
renovables al 30% o más de la capacidad instalada del país en 2026. 
- 
Ampliaremos el alcance y objetivo del Fondo de Energías No Convencionales y Gestión 
Eficiente de la Energía (FENOGE). 
- 
Masificaremos los recursos energéticos, especialmente con energía solar, distribuidos a 
través de la autogeneración en grandes ciudades y el campo. 
- 
Crearemos el Centro Nacional para la Lucha contra el Cambio Climático. 
- 
Promoveremos las Misiones de Territorios Inteligentes en Energía para resolver 
problemas transversales sobre la base de la conectividad digital y de modelos de valor 
compartido. 
- 
Llevaremos la transición energética al hogar con la transición de gasodomésticos y leña 
a electrodomésticos. 
- 
Trazaremos una ruta con el sector constructor para que la mayoría de las nuevas 
edificaciones residenciales en el país sean Neto Cero Carbono (NCC) para el año 2030. 
- 
Promoveremos el crecimiento urbano ordenado con el objetivo de reducir la expansión 
no planeada de las ciudades y sus emisiones. 
- 
Introduciremos la Planificación Integrada de Recursos con consideraciones ambientales 
y de generación de valor social. 
 
La propuesta completa está disponible aquí: https://sergiofajardo.co/propuestas-
2022/transicion-energetica/ 
 
 
 
 
 
 
 
 
TRANSICIÓN ENERGETICA
",b39c1860-c5e1-45ea-af02-46e24d016ce7,29
" 
Política minera 
 
La minería muchas veces esto no se ha traducido en mejores condiciones de vida para los 
habitantes de las regiones mineras. Durante nuestro gobierno, la política minera tomará en 
cuenta las especificidades sociales y ambientales de cada territorio. A continuación algunas de 
las prioridades por tipo de minería:  
 
Para la minería tradicional y de subsistencia: 
- 
Impulsaremos los programas de formalización en la pequeña minería a partir de la 
modernización y ajuste de los procesos e instrumentos legales diferenciales.  
- 
Los procesos de formalización contarán con programas integrales de formación y 
asistencia técnica, ambiental y administrativa a los mineros tradicionales y de 
subsistencia.  
- 
Fomentaremos el emprendimiento, los encadenamientos y proyectos productivos para la 
diversificación económica de las zonas mineras.  
 
Para la extracción ilícita de minerales: 
- 
Fortaleceremos la Unidad Nacional contra la Minería Ilegal y Antiterrorismo (UNIMIL) de 
la Policía Nacional, incrementando los mecanismos de comando y control articulados con 
las autoridades ambientales en las zonas de mayor incidencia de este delito, con el fin de 
ejercer una vigilancia y control más efectivos.  
- 
Vamos a perseguir e impactar los mecanismos de lavado de activos que se asocian con 
la minería criminal. 
- 
Intensificaremos los programas de minería limpia y de eliminación del uso del mercurio 
en la minería del oro. 
 
Para la minería a mediana y gran escala: 
- 
Fortaleceremos y acompañaremos a los gobiernos locales y comunidades beneficiarias 
de las regalías para que tengan la capacidad de hacer seguimiento a las inversiones y de 
esa forma apoyar a los organismos de control estatal.  
- 
La nación será la protagonista de un mecanismo genuino de comunicación y concertación 
con las comunidades étnicas y las empresas para que la consulta previa revierta en 
acciones efectivas y beneficios reales.  
 
Propuestas generales: 
- 
Realizaremos un Gran Diálogo Nacional Minero-Energético con el propósito de superar 
el conflicto social en torno al sector, en función de un desarrollo sostenible que ayude a 
superar las brechas sociales en Colombia.  
- 
Estableceremos la etapa de licenciamiento ambiental para la fase de exploración minera. 
 
La propuesta completa está disponible aquí:  
https://sergiofajardo.co/propuestas-2022/mineria/ 
 
POLÍTICA MINERA
",b39c1860-c5e1-45ea-af02-46e24d016ce7,30
" 
4. Un gobierno por la igualdad 
 
Programa por la igualdad y derechos de las mujeres 
 
La desigualdad en Colombia sigue teniendo rostro de mujer. Es un momento decisivo para 
cambiar el rumbo y lo vamos a lograr avanzando en la igualdad con las mujeres. 
- 
De la falta de oportunidades a la esperanza. Fortaleceremos el ecosistema económico y 
productivo para que las mujeres tengan oportunidades para acceder en igualdad de 
condiciones que los hombres al mercado laboral, con cupos específicos en los programas 
de empleo, brindándoles capacitaciones para que puedan generar ingresos y negocios 
propios, salarios justos, y prioridad en los programas de acceso a la tierra y demás activos 
productivos.  
- 
Del miedo a la esperanza: Procuraremos que las mujeres puedan decidir sobre sus 
cuerpos sin estigma social alguno, con programas y campañas educativas al respecto. 
Combatiremos la violencia contra las mujeres en las esferas públicas y dentro de la familia 
y la impunidad que prevalece frente a ella. Crearemos mecanismos que faciliten el acceso 
a la justicia a través de comisarías y defensorías de familia con enfoque de género. Habrá 
más seguridad en las calles para ellas a través de la capacitación de la policía en el 
manejo de violencias de género.  
- 
De la exclusión a la esperanza: tendremos un gobierno paritario, todos los altos cargos 
del ejecutivo estarán equitativamente distribuidos entre hombres y mujeres. Las voces, 
los intereses y las agendas de las mujeres, en toda su diversidad, estarán representadas 
y orientarán las decisiones de nuestras políticas y programas. Impulsaremos con fuerza 
las propuestas de las mujeres en la agenda legislativa.  
 
Para ello, nuestro programa por la igualdad y derechos de las mujeres tendrá tres grandes ejes: 
1) Transversalización del enfoque de género en todos los compromisos y propuestas 
sectoriales de nuestro programa de gobierno. Esto significa incluir metas concretas 
para cerrar las brechas entre hombres y mujeres en dichos compromisos y darle prioridad 
al financiamiento de su implementación. 
2) Implementación de un Sistema Nacional de Cuidados para reconocer, reducir y 
redistribuir las cargas de trabajo no remunerado que recaen sobre las mujeres.  
3) Creación del Ministerio de las Mujeres pues el país requiere una institucionalidad fuerte 
y visible, que promueva los derechos de las mujeres en toda su diversidad. La experiencia 
en Medellín y Antioquia, a través de las secretarías de la mujer, nos mostró el poder 
transformador de contar con una instancia de este tipo al más alto nivel. 
 
Adicionalmente, crearemos un plan especial para acelerar la implementación de las 109 medidas 
acordadas en el Acuerdo de Paz para mujeres. Fortaleceremos la Instancia especial de mujeres 
para el seguimiento al enfoque de género y derechos de las mujeres en la implementación del 
acuerdo de paz. 
 
La propuesta completa está disponible aquí: https://sergiofajardo.co/propuestas-
2022/igualdad-y-derechos-de-las-mujeres/  
4. UN GOBIERNO POR LA IGUALDAD
PROGRAMA POR LA IGUALDAD Y DERECHOS DE LAS MUJERES 
https://sergiofajardo.co/propuestas-2022/ministerio-de-mujeres/ 
  
https://sergiofajardo.co/propuestas-2022/igualdad-y-derechos-de-las-mujeres/
",b39c1860-c5e1-45ea-af02-46e24d016ce7,31
" 
https://sergiofajardo.co/propuestas-2022/ministerio-de-mujeres/ 
  
Comunidades negras, afrocolombianas, raizales y palenqueras 
 
El pueblo Negro, Afrocolombiano, Raizal y Palenquero ha sufrido de manera desproporcionada 
las consecuencias del conflicto armado, las diversas formas de violencia, la ausencia del Estado 
y la falta de oportunidades. Nuestro compromiso es escuchar para proponer a los y las jóvenes, 
a las mujeres, a los líderes y lideresas locales y a las organizaciones de la sociedad civil que 
representan a las comunidades negras, afrocolombianas, raizales y palenqueras. Por lo anterior 
proponemos: 
 
- 
Las comunidades negras, afrocolombianas, raizales y palenqueras requieren un 
compromiso real y mucho mayor al actual. Las inversiones en su beneficio en el próximo 
plan de desarrollo alcanzarán, por lo menos, el 10% del total del cuatrienio. 
- 
Reconocemos la importancia de la ley 70/1993. Nuestro compromiso será su 
reglamentación integral. Mostraremos en su proceso de consulta que estamos del lado 
de las comunidades.  
- 
Realizaremos el censo de población y vivienda para superar las falencias y la invisibilidad 
estadística de las comunidades afro del censo de 2018.  
- 
Consideramos que la Consulta Previa juega un rol clave en el diálogo y la concertación. 
Trabajaremos con las comunidades para que este mecanismo constitucional revierta en 
atención efectiva a sus inquietudes y en beneficios reales.  
- 
Vamos a cumplir con los compromisos del capítulo étnico del Acuerdo de Paz, así como 
con los acuerdos realizados por el Gobierno Nacional en el Chocó y Buenaventura, luego 
de los paros cívicos.  
- 
En nuestro Gobierno, tal y como lo hicimos en Antioquia, la etnoeducación jugará un rol 
fundamental en nuestro proyecto educativo. Vamos a trabajar de la mano de los docentes 
para adaptar las prácticas pedagógicas a las necesidades y visiones de los pueblos 
étnicos.  
- 
Vamos, además, a aumentar el número de etnoeducadores y a acompañar a los 
estudiantes de estos pueblos con mentorías para facilitar su tránsito a la educación 
superior, revisando también los criterios de selección para ellos en las universidades del 
país.  
- 
Nuestro modelo territorial en salud privilegiará la interculturalidad y aprovechará el 
conocimiento ancestral de las Comunidades Negras, Afrocolombianas, Palenqueras y 
Raizales, como un elemento fundamental que contribuye al mejoramiento de la salud de 
toda la población. No vamos a tolerar las brechas de desigualdad que generan una mayor 
carga de mortalidad materna e infantil en las comunidades afrodescendientes. 
- 
Nuestro equipo de gobierno contará con profesionales afro calificados académicamente 
y con conocimiento de territorio para impulsar la transformación de sus comunidades, 
más allá de la dirección del Ministerio del Interior. 
 
La propuesta completa está disponible aquí:  
https://sergiofajardo.co/propuestas-2022/comunidades-narp/ 
COMUNIDADES NEGRAS, AFROCOLOMBIANAS,
RAIZALES Y PALENQUERAS
",b39c1860-c5e1-45ea-af02-46e24d016ce7,32
" 
 
Personas con discapacidad 
 
A pesar de los esfuerzos por trabajar en la inclusión de las personas con discapacidad, todavía 
persisten brechas significativas en analfabetismo, escolarización, logro escolar, empleabilidad, 
ingresos y participación en deporte, entre otros. No toleraremos la discriminación hacia las 
personas con discapacidad en Colombia y por ello nos proponemos solucionar los problemas de 
discriminación con voluntad y capacidad del Estado. 
 
- 
Vamos a buscar a todos los jóvenes con discapacidad que están desescolarizados y los 
traeremos al sistema educativo. Garantizaremos educación para todos sin discriminación 
acceso universal y gratuito y la permanencia de la niñez y la juventud dentro del sistema 
educativo implementando modelos educativos inclusivos, recurso humano y soportes 
logístico, tecnológico y didáctico adecuado. 
- 
Vincularemos más personas al Registro de Localización y Caracterización de Personas 
con Discapacidad. Ampliaremos el otorgamiento del certificado de discapacidad en el 
país, para asegurar que las personas con discapacidad sean reconocidas y accedan a 
atenciones diferenciales que faciliten su cuidado. 
- 
El Sistema Nacional de Cuidados incluirá un enfoque de discapacidad, para brindar los 
apoyos y ajustes que requiera la población, de acuerdo con sus características 
particulares, sobre todo aquellas de mayor dependencia funcional, para así mejorar su 
participación plena en la comunidad, en todas las etapas de la vida. 
- 
Crearemos el programa Colombia Paralímpica desde el Ministerio del Deporte, con lo cual 
incentivaremos la escolarización de las personas con discapacidad y reclutaremos talento 
hacia prácticas y carreras deportivas de alto rendimiento.  
- 
Vamos a implementar el primer Plan Nacional de Accesibilidad para garantizar la 
accesibilidad a los servicios y espacios públicos de todas las personas con discapacidad. 
Priorizaremos los municipios menos accesibles y con mayor número de personas con 
discapacidad.  
 
La propuesta completa está disponible aquí: 
https://sergiofajardo.co/propuestas-2022/discapacidad/  
 
PERSONAS CON DISCAPACIDAD
",b39c1860-c5e1-45ea-af02-46e24d016ce7,33
" 
LGBTQ+ 
 
En las últimas décadas se ha logrado en el país un avance claro en la consolidación de los 
derechos de la población LGBTQ+. A pesar de esto, la discriminación y exclusión que enfrentan 
siguen siendo recurrentes y sistemáticos. Nuestro compromiso es proteger y promover el pleno 
goce de sus derechos. Cada persona es única, no existe una forma correcta o incorrecta de ser 
y eso debe respetarse y promoverse. En línea con esto, nos comprometemos con las siguientes 
propuestas: 
 
- 
Trabajaremos para que las encuestas del DANE que incorporen preguntas para la 
población LGBTQ+ sigan los estándares y las buenas prácticas internacionales. 
- 
Trabajaremos para que las sentencias que reconocen los derechos a las personas LGBT 
Q+ sean cumplidas por todas las entidades públicas a lo largo y ancho del país. Para ello 
formaremos a las y los funcionarios públicos en diversidad sexual y de género. La 
educación nos permitirá pasar del miedo a la esperanza.  
- 
Aseguraremos que el Ministerio de Educación promueva entornos escolares seguros que 
incluyan el respeto hacia jóvenes y personas LGBTQ+.  
- 
Atacaremos la violencia contra personas LGBTQ+ con campañas educativas a nivel 
nacional y promoveremos la capacitación de la fuerza publica en temas no sólo de 
violencia contra las mujeres sino también contra la población LGBTQ+. Asimismo se 
creará un ambiente de cero impunidad dentro de la fuerza pública para este tipo de 
abusos.  
- 
Fomentaremos la inclusión laboral de la población LGBTQ+ con un énfasis en las 
personas trans. Esto se debe hacer de la mano de los empleadores en el sector privado 
para eliminar sesgos y patrones discriminatorios al interior de sus organizaciones.  
- 
Protegeremos personas líderes LGBTQ+ como a todos los demás líderes sociales en el 
país.  
- 
Estableceremos medidas de protección particulares para defensores de derechos 
humanos LGBTQ+.  
- 
Garantizaremos que el Ministerio de Salud promueva procesos de capacitación a los 
empleados públicos y las/los trabajadores de la salud, para fomentar la inclusión y 
entender las necesidades puntuales de las personas trans.  
- 
Fortaleceremos líneas de atención para la población LGBTQ+ con el apoyo de 
organizaciones de la sociedad civil. 
 
 La propuesta completa está disponible aquí: 
https://sergiofajardo.co/propuestas-2022/lgbtq/ 
 
 
 
 
LGBTQ+
",b39c1860-c5e1-45ea-af02-46e24d016ce7,34
" 
Pueblos indígenas 
 
A pesar del rol central que han jugado y que siguen jugando en áreas tan importantes para el 
país como la conservación del medio ambiente, la ciencia, la educación, la cultura y el 
fortalecimiento de la democracia, las políticas del Estado colombiano han hecho poco por mejorar 
el bienestar de los pueblos indígenas. Tal y como lo hicimos durante nuestros gobiernos en 
Antioquia y Medellín, vamos a empezar a revertir esta realidad. 
 
- 
El Estado será el principal aliado de los pueblos indígenas. Trabajaremos de la mano de 
la guardia indígena para mejorar su seguridad – en particular la de sus líderes y lideresas 
– y recuperar así la confianza en la Fuerza Pública.  
- 
Garantizaremos su autonomía, respetando el derecho fundamental a la consulta previa. 
- 
Adecuaremos la educación a su historia y a su cultura, impulsando la etnoeducación y 
acompañando a los estudiantes indígenas en su tránsito a la educación superior.  
- 
Respetaremos sus costumbres, con acciones decididas para preservar sus lenguas y 
sitios sagrados.  
- 
La política de salud y, en particular, de prevención y atención a la malnutrición, tendrá un 
enfoque diferencial que reconozca las dificultades a las que se enfrentan los pueblos 
indígenas y se adapte a sus prácticas.  
- 
Trabajaremos de la mano para luchar contra la crisis climática y la deforestación, 
monitoreando y conservando nuestra biodiversidad y formalizando territorios indígenas 
en áreas con altos niveles de deforestación.  
- 
Dejaremos de estigmatizar la coca y, en cambio, reconoceremos e impulsaremos sus 
usos ancestrales, medicinales y nutricionales. 
- 
Cumpliremos con las disposiciones étnicas contenidas en el Acuerdo de Paz en materia 
de desarrollo rural, participación política, protección a la vida, programas de sustitución y 
reparación a las víctimas. 
- 
Finalmente, trabajaremos de la mano de los pueblos indígenas para implementar 
estrategias de prevención y atención a las violencias basadas en género adecuadas a las 
mujeres indígenas. 
 
La 
propuesta 
completa 
para 
los 
pueblos 
indígenas 
está 
disponible 
aquí: 
https://sergiofajardo.co/propuestas-2022/indigenas/  
 
 
PUEBLOS INDIGENAS
",b39c1860-c5e1-45ea-af02-46e24d016ce7,35
" 
Sistema de cuidado 
 
Una de las causas de las desigualdades en el país se concreta al interior de nuestros hogares, 
donde las mujeres dedican, en promedio, más del doble del tiempo que los hombres al trabajo 
no remunerado y son las principales cuidadoras de los hijos e hijas, las personas mayores y las 
personas con discapacidad y, además, asumen la mayor proporción de las tareas domésticas. 
Priorizaremos las siguientes áreas de acción: 
 
- 
Continuaremos midiendo los aportes del trabajo doméstico y de cuidados no remunerado 
a las cuentas nacionales, para reconocer y valorar su importancia para sociedad y 
contribución al Producto Interno Bruto.  
- 
Avanzaremos en la caracterización de las necesidades de cuidado, así como la oferta de 
servicios por regiones para articular con los sistemas de cuidado territoriales. 
Trabajaremos de la mano del sector privado y las comunidades, pues el Estado no puede 
asumir esta responsabilidad por sí sólo. 
- 
Apuntaremos a alcanzar la cobertura universal en primera infancia de niñas y niños entre 
tres y cinco años, a través de los centros de desarrollo infantil, hogares comunitarios e 
instituciones educativas.  
- 
Reforzaremos las oportunidades para atender jornadas escolares extendidas de tal 
manera que las y los niños y jóvenes puedan estar en ambientes seguros mientras sus 
madres y padres trabajan.  
- 
Crearemos incentivos para la creación de empleos formales vinculados al cuidado para 
mejorar la calidad del empleo de las cuidadoras. Se hará énfasis en un enfoque 
preventivo, en el marco de salud pública, para contribuir a disminuir la situación de 
dependencia o demorar su aparición.  
- 
Daremos prioridad a la atención en salud sexual y reproductiva para las jóvenes de tal 
manera que éstas puedan decidir libremente sobre sus cuerpos y evitar los embarazos 
no deseados que incrementan sus cargas de cuidado y las alejan del estudio o el trabajo 
remunerado y digno.  
- 
Movilizaremos la ciudadanía hacia la corresponsabilidad y redistribución de las cargas de 
las familias, con el fin de liberar tiempo de cuidado de las mujeres. 
- 
Promoveremos el desarrollo de la teleasistencia en los cuidados.  
- 
Trabajaremos, de la mano del SENA, por la certificación de las habilidades de las y los 
cuidadores, con el fin de mejorar la calidad y condiciones de los empleos de un sector 
que generará cada vez mayor número de puestos de trabajo.  
- 
Velaremos por los derechos de las trabajadoras domésticas y de las cuidadoras que 
realizan trabajos de cuidado remunerados. 
 
La propuesta completa para los pueblos indígenas está disponible aquí:  
https://sergiofajardo.co/propuestas-2022/sistema-de-cuidado/  
 
 
 
SISTEMA DE CUIDADO
ones de
",b39c1860-c5e1-45ea-af02-46e24d016ce7,36
" 
Personas mayores 
 
Como sociedad debemos prepararnos para envejecer. En Colombia hay 7.100.000 de personas 
mayores de 60 años (14 % de la población), de las cuales cerca del 55% son mujeres. En 2050 
serán más de 15.000.000 personas mayores de 60 años las que tendremos en el país. Nuestro 
objetivo es promover reformas que incrementen las capacidades, la autonomía y la calidad de 
vida durante el envejecimiento. Para lograrlo, hemos definido las siguientes propuestas: 
 
- 
Nos proponemos que todas las colombianas y colombianos sin pensión tengan un ingreso 
mínimo de $500 mil pesos. 
- 
Diseñaremos e implementaremos el Sistema Nacional de Cuidado, que permita que las 
mujeres dediquen menos tiempo en el hogar y retomen sus planes educativos y laborales. 
- 
Recuperaremos la atención médica para las miles de personas mayores que han reducido 
o aplazado sus consultas médicas y tratamientos por la pandemia. 
- 
Reglamentaremos la Ley 2040 de trabajo del adulto mayor y promoveremos un plan de 
mentorías, en la que las personas mayores acompañen a los jóvenes en la construcción 
de sus planes de vida. Esto permitirá que muchos adultos mayores transmitan sus 
conocimientos y experiencias a los más jóvenes y aprovechen sus talentos. 
- 
Implementaremos una estrategia de educación a lo largo de la vida. Nunca es tarde para 
educarse y aprender. 
- 
Promoveremos el desarrollo de proyectos de vivienda destinados a la estadía de 
personas mayores en condiciones asequibles y crearemos un programa de subsidios 
para arriendos enfocado a personas mayores de 70 años. 
- 
Promoveremos ciudades amigables con parques y equipamientos cercanos, dignos y 
accesibles. 
- 
Reduciremos la brecha digital a las personas mayores. 
- 
Crearemos líneas de atención especializadas que faciliten las denuncias de abandono, 
abuso físico y emocional y los casos de maltrato hacia personas mayores. 
- 
Reglamentaremos la eutanasia. 
 
La propuesta completa está disponible aquí: 
https://sergiofajardo.co/propuestas-2022/personas-mayores/ 
 
 
 
 
 
 
 
 
PERSONAS MAYORES
",b39c1860-c5e1-45ea-af02-46e24d016ce7,37
